id,signup_date,loyalty,location,gender,age,favorite_movie_line,number_of_purchases,value_of_purchases,total_standard_points,total_points_redeemed
14444,2013-06-09,enrolled,,,youthful,,,,,
14445,2013-06-09,enrolled,SF,,oldish,,,,,
14446,2013-06-09,enrolled,LA,D,,"You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",,,,
14447,2013-06-09,control,LA,,,"Frankly, my dear, I don't give a damn.",,,,
14448,2013-06-09,control,,C,wise,,,,,
14449,2013-06-09,enrolled,,,,,,,,
14450,2013-06-09,control,NYC,,young,,,,,
14451,2013-06-09,control,,B,oldish,,,,,
14452,2013-06-09,control,NYC,,young,,,,,
14453,2013-06-09,control,,A,,,,,,
14454,2013-06-09,control,SF,D,,,,,,
14455,2013-06-09,control,SF,,young,,,,,
14456,2013-06-09,control,SF,,oldish,"Frankly, my dear, I don't give a damn.",,,,
14457,2013-06-09,control,SF,A,wise,"Frankly, my dear, I don't give a damn.",,,,
14458,2013-06-09,enrolled,LA,,oldish,"Yo, Adrian!",,,,
14459,2013-06-10,enrolled,SF,,oldish,E.T. phone home.,,,,
14460,2013-06-10,control,,,youthful,,,,,
14461,2013-06-10,control,NYC,,,,,,,
14462,2013-06-10,control,,,oldish,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
14463,2013-06-10,control,SF,,,"Frankly, my dear, I don't give a damn.",,,,
14464,2013-06-10,control,,,,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",,,,
14465,2013-06-10,enrolled,,,,"Frankly, my dear, I don't give a damn.",,,,
14466,2013-06-10,control,,,wise,My precious.,,,,
14467,2013-06-10,enrolled,LA,,,,,,,
14468,2013-06-10,control,,,young,"Frankly, my dear, I don't give a damn.",,,,
14469,2013-06-10,enrolled,LA,A,,Soylent Green is people!,,,,
14470,2013-06-10,enrolled,NYC,,,,,,,
14471,2013-06-10,enrolled,LA,A,youthful,"Forget it, Jake, it's Chinatown.",,,,
14472,2013-06-10,control,,A,,,,,,
14473,2013-06-10,enrolled,LA,D,,My mother thanks you. My father thanks you. My sister thanks you. And I thank you.,,,,
14474,2013-06-10,control,NYC,,,,,,,
14475,2013-06-10,enrolled,SF,,,,,,,
14476,2013-06-10,enrolled,NYC,,,There's no crying in baseball!,,,,
14477,2013-06-10,enrolled,,,wise,Love means never having to say you're sorry.,,,,
14478,2013-06-10,enrolled,,B,youthful,,,,,
14479,2013-06-10,enrolled,,B,young,I'll be back.,,,,
14480,2013-06-10,control,SF,,youthful,You're gonna need a bigger boat.,,,,
14481,2013-06-10,control,LA,D,youthful,"Frankly, my dear, I don't give a damn.",,,,
14482,2013-06-10,enrolled,LA,,wise,"Here's looking at you, kid.",,,,
14483,2013-06-10,control,NYC,B,,"You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",,,,
14484,2013-06-11,enrolled,NYC,B,wise,,,,,
14485,2013-06-11,control,SF,,young,Fasten your seatbelts. It's going to be a bumpy night.,,,,
14486,2013-06-11,control,LA,,,,,,,
14487,2013-06-11,enrolled,,,young,Show me the money!,,,,
14488,2013-06-11,enrolled,NYC,,youthful,,,,,
14489,2013-06-11,control,LA,B,young,,,,,
14490,2013-06-11,enrolled,NYC,,wise,,,,,
14491,2013-06-11,enrolled,,,,,,,,
14492,2013-06-11,control,NYC,,oldish,"You know how to whistle, don't you, Steve? You just put your lips together and blow.",,,,
14493,2013-06-11,enrolled,,D,wise,,,,,
14494,2013-06-11,enrolled,NYC,B,oldish,,,,,
14495,2013-06-11,enrolled,,,oldish,,,,,
14496,2013-06-11,control,,A,young,"La-dee-da, la-dee-da.",,,,
14497,2013-06-11,control,SF,D,,"Frankly, my dear, I don't give a damn.",,,,
14498,2013-06-11,control,NYC,,young,It's alive!  It's alive!,,,,
14499,2013-06-11,control,,,youthful,"No wire hangers, ever!",,,,
14500,2013-06-11,control,,,,,,,,
14501,2013-06-11,enrolled,,C,young,,,,,
14502,2013-06-11,control,LA,,,,,,,
14503,2013-06-11,control,,,youthful,"Hello, gorgeous.",,,,
14504,2013-06-11,enrolled,,,,They're here!,,,,
14505,2013-06-11,control,NYC,D,,,,,,
14506,2013-06-11,control,NYC,,wise,,,,,
14507,2013-06-11,control,SF,C,,"All right, Mr. DeMille, I'm ready for my close-up.",,,,
14508,2013-06-11,enrolled,,B,oldish,My mama always said life was like a box of chocolates. You never know what you're gonna get.,,,,
14509,2013-06-12,control,,,,You can't handle the truth!,,,,
14510,2013-06-12,enrolled,LA,B,oldish,"After all, tomorrow is another day!",,,,
14511,2013-06-12,control,SF,,,"Open the pod bay doors, HAL.",,,,
14512,2013-06-12,enrolled,LA,,wise,"Frankly, my dear, I don't give a damn.",,,,
14513,2013-06-12,control,LA,B,youthful,,,,,
14514,2013-06-12,enrolled,,D,oldish,"Hasta la vista, baby.",,,,
14515,2013-06-12,enrolled,,A,youthful,"Frankly, my dear, I don't give a damn.",,,,
14516,2013-06-12,enrolled,,B,,I have always depended on the kindness of strangers.,,,,
14517,2013-06-12,control,LA,B,wise,"Frankly, my dear, I don't give a damn.",,,,
14518,2013-06-12,enrolled,,,wise,E.T. phone home.,,,,
14519,2013-06-12,enrolled,,A,youthful,,,,,
14520,2013-06-12,control,,A,,,,,,
14521,2013-06-12,enrolled,LA,C,oldish,,,,,
14522,2013-06-12,enrolled,,,,,,,,
14523,2013-06-12,enrolled,,C,wise,"Yo, Adrian!",,,,
14524,2013-06-12,control,,,oldish,"Hasta la vista, baby.",,,,
14525,2013-06-12,enrolled,,B,,,,,,
14526,2013-06-12,enrolled,LA,,,"Cinderella story.  Outta nowhere.  A former greenskeeper, now, about to  become the Masters champion.  It looks like a mirac...It's in the hole!  It's in the hole!  It's in the hole!",,,,
14527,2013-06-12,control,NYC,,wise,"Mother of mercy, is this the end of Rico?",,,,
14528,2013-06-12,enrolled,,D,,,,,,
14529,2013-06-12,control,LA,A,,Shane.  Shane.  Come back!,,,,
14530,2013-06-12,enrolled,,,young,,,,,
14531,2013-06-12,control,SF,,youthful,"Frankly, my dear, I don't give a damn.",,,,
14532,2013-06-12,control,,A,wise,,,,,
14533,2013-06-12,control,NYC,C,youthful,"La-dee-da, la-dee-da.",,,,
14534,2013-06-12,control,,A,,,,,,
14535,2013-06-12,enrolled,LA,C,,"Frankly, my dear, I don't give a damn.",,,,
14536,2013-06-12,enrolled,LA,,youthful,,,,,
14537,2013-06-12,enrolled,LA,D,youthful,Who's on first.,,,,
14538,2013-06-12,enrolled,SF,C,,,,,,
14539,2013-06-12,control,,,,"Play it, Sam.  Play 'As Time Goes By.'",,,,
14540,2013-06-12,enrolled,LA,,oldish,,,,,
14541,2013-06-12,enrolled,,D,young,,,,,
14542,2013-06-12,control,LA,B,,,,,,
14543,2013-06-13,control,,,oldish,"Frankly, my dear, I don't give a damn.",,,,
14544,2013-06-13,control,,C,,I'll have what she's having.,,,,
14545,2013-06-13,control,LA,C,,,,,,
14546,2013-06-13,enrolled,,A,,,,,,
14547,2013-06-13,control,NYC,D,oldish,,,,,
14548,2013-06-13,control,LA,A,young,"Gentlemen, you can't fight in here! This is the War Room!",,,,
14549,2013-06-13,control,SF,C,,"Frankly, my dear, I don't give a damn.",,,,
14550,2013-06-13,enrolled,,C,oldish,,,,,
14551,2013-06-13,enrolled,,B,,,,,,
14552,2013-06-13,enrolled,,,,Show me the money!,,,,
14553,2013-06-13,enrolled,SF,A,,"One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",,,,
14554,2013-06-13,enrolled,SF,,young,,,,,
14555,2013-06-13,control,NYC,D,,I have always depended on the kindness of strangers.,,,,
14556,2013-06-13,enrolled,,B,wise,,,,,
14557,2013-06-13,enrolled,NYC,C,,,,,,
14558,2013-06-13,enrolled,,,youthful,,,,,
14559,2013-06-13,enrolled,SF,,,I'm the king of the world!,,,,
14560,2013-06-13,enrolled,LA,,,,,,,
14561,2013-06-13,enrolled,NYC,A,wise,,,,,
14562,2013-06-13,control,NYC,D,,,,,,
14563,2013-06-13,control,LA,C,,You're gonna need a bigger boat.,,,,
14564,2013-06-13,control,LA,C,,,,,,
14565,2013-06-13,enrolled,,C,young,,,,,
14566,2013-06-13,enrolled,,,young,,,,,
14567,2013-06-13,enrolled,LA,,wise,,,,,
14568,2013-06-13,control,,C,,I'll have what she's having.,,,,
14569,2013-06-13,enrolled,SF,,young,,,,,
14570,2013-06-13,enrolled,SF,,youthful,,,,,
14571,2013-06-13,control,SF,,wise,"Frankly, my dear, I don't give a damn.",,,,
14572,2013-06-13,enrolled,SF,C,,,,,,
14573,2013-06-14,control,,,oldish,,,,,
14574,2013-06-14,control,SF,,oldish,"Gentlemen, you can't fight in here! This is the War Room!",,,,
14575,2013-06-14,enrolled,,,youthful,,,,,
14576,2013-06-14,control,,,young,"Frankly, my dear, I don't give a damn.",,,,
14577,2013-06-14,enrolled,,D,,"Hasta la vista, baby.",,,,
14578,2013-06-14,control,LA,C,,My precious.,,,,
14579,2013-06-14,enrolled,,,,Love means never having to say you're sorry.,,,,
14580,2013-06-14,control,SF,,youthful,"Frankly, my dear, I don't give a damn.",,,,
14581,2013-06-14,enrolled,,,,"Frankly, my dear, I don't give a damn.",,,,
14582,2013-06-14,control,,C,,,,,,
14583,2013-06-14,enrolled,LA,D,wise,You're gonna need a bigger boat.,,,,
14584,2013-06-14,control,LA,C,,"Greed, for lack of a better word, is good.",,,,
14585,2013-06-14,enrolled,LA,D,youthful,,,,,
14586,2013-06-14,enrolled,NYC,C,young,"Gentlemen, you can't fight in here! This is the War Room!",,,,
14587,2013-06-14,control,,,oldish,,,,,
14588,2013-06-14,control,SF,D,,,,,,
14589,2013-06-14,control,,B,,,,,,
14590,2013-06-14,control,,B,,"Houston, we have a problem.",,,,
14591,2013-06-14,enrolled,,,,,,,,
14592,2013-06-14,enrolled,NYC,,wise,,,,,
14593,2013-06-14,control,LA,B,,"Frankly, my dear, I don't give a damn.",,,,
14594,2013-06-14,control,,,,,,,,
14595,2013-06-14,control,,A,oldish,,,,,
14596,2013-06-14,enrolled,,D,young,,,,,
14597,2013-06-14,enrolled,NYC,C,young,What we've got here is failure to communicate.,,,,
14598,2013-06-14,control,LA,A,oldish,,,,,
14599,2013-06-14,enrolled,,A,youthful,"Life is a banquet, and most poor suckers are starving to death!",,,,
14600,2013-06-14,control,NYC,,,,,,,
14601,2013-06-14,control,,C,,"Stella!  Hey, Stella!",,,,
14602,2013-06-14,enrolled,,A,youthful,"Mother of mercy, is this the end of Rico?",,,,
14603,2013-06-14,enrolled,SF,,,We rob banks.,,,,
14604,2013-06-14,enrolled,SF,,young,"Of all the gin joints in all the towns in all the world, she walks into mine.",,,,
14605,2013-06-14,control,,B,,"Frankly, my dear, I don't give a damn.",,,,
14606,2013-06-14,control,,,,"I'll get you, my pretty, and your little dog, too!",,,,
14607,2013-06-14,control,NYC,C,young,They're here!,,,,
14608,2013-06-14,enrolled,,,wise,,,,,
14609,2013-06-14,control,NYC,B,oldish,,,,,
14610,2013-06-14,control,,,,There's no crying in baseball!,,,,
14611,2013-06-14,enrolled,,,young,You're gonna need a bigger boat.,,,,
14612,2013-06-14,enrolled,,,wise,,,,,
14613,2013-06-14,enrolled,,A,,,,,,
14614,2013-06-14,enrolled,,B,,,,,,
14615,2013-06-14,control,,,,,,,,
14616,2013-06-15,enrolled,NYC,,wise,"I'm as mad as hell, and I'm not going to take this anymore!",,,,
14617,2013-06-15,control,NYC,,,"Frankly, my dear, I don't give a damn.",,,,
14618,2013-06-15,control,,,,,,,,
14619,2013-06-15,enrolled,LA,,,"Forget it, Jake, it's Chinatown.",,,,
14620,2013-06-15,control,,,young,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
14621,2013-06-15,control,SF,,,"As God is my witness, I'll never be hungry again.",,,,
14622,2013-06-15,enrolled,,C,,,,,,
14623,2013-06-15,enrolled,,,youthful,,,,,
14624,2013-06-15,control,,,,,,,,
14625,2013-06-15,enrolled,,A,,,,,,
14626,2013-06-15,control,,C,,,,,,
14627,2013-06-15,enrolled,,,young,,,,,
14628,2013-06-15,control,NYC,,wise,,,,,
14629,2013-06-15,control,,A,,"Frankly, my dear, I don't give a damn.",,,,
14630,2013-06-15,enrolled,,,,,,,,
14631,2013-06-15,control,LA,A,young,,,,,
14632,2013-06-15,enrolled,,,,"Carpe diem.  Seize the day, boys.  Make your lives extraordinary.",,,,
14633,2013-06-15,control,,,,"Greed, for lack of a better word, is good.",,,,
14634,2013-06-15,control,LA,C,,,,,,
14635,2013-06-15,enrolled,,,young,,,,,
14636,2013-06-15,control,NYC,D,young,You're gonna need a bigger boat.,,,,
14637,2013-06-15,enrolled,NYC,,wise,"Frankly, my dear, I don't give a damn.",,,,
14638,2013-06-15,control,NYC,,oldish,,,,,
14639,2013-06-15,control,LA,D,,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",,,,
14640,2013-06-15,control,NYC,B,,,,,,
14641,2013-06-15,control,,,,Bond. James Bond.,,,,
14642,2013-06-15,enrolled,,,oldish,,,,,
14643,2013-06-15,enrolled,SF,C,youthful,,,,,
14644,2013-06-15,control,SF,B,,,,,,
14645,2013-06-15,control,LA,,,Plastics.,,,,
14646,2013-06-15,enrolled,,,wise,"Frankly, my dear, I don't give a damn.",,,,
14647,2013-06-15,control,,D,youthful,,,,,
14648,2013-06-15,control,,A,young,,,,,
14649,2013-06-15,control,,,,,,,,
14650,2013-06-16,enrolled,SF,C,wise,You can't handle the truth!,,,,
14651,2013-06-16,control,,A,young,,,,,
14652,2013-06-16,enrolled,NYC,D,,Love means never having to say you're sorry.,,,,
14653,2013-06-16,enrolled,NYC,,oldish,I'll have what she's having.,,,,
14654,2013-06-16,enrolled,LA,D,,,,,,
14655,2013-06-16,control,SF,C,,"Yo, Adrian!",,,,
14656,2013-06-16,control,,,wise,"Frankly, my dear, I don't give a damn.",,,,
14657,2013-06-16,control,,D,oldish,,,,,
14658,2013-06-16,control,,C,,,,,,
14659,2013-06-16,control,SF,A,young,"La-dee-da, la-dee-da.",,,,
14660,2013-06-16,enrolled,,,young,,,,,
14661,2013-06-16,enrolled,SF,,,"As God is my witness, I'll never be hungry again.",,,,
14662,2013-06-16,enrolled,,,youthful,,,,,
14663,2013-06-16,control,NYC,,,,,,,
14664,2013-06-16,enrolled,LA,,oldish,"As God is my witness, I'll never be hungry again.",,,,
14665,2013-06-16,control,,A,wise,,,,,
14666,2013-06-16,enrolled,SF,,oldish,,,,,
14667,2013-06-16,control,SF,D,,"Keep your friends close, but your enemies closer.",,,,
14668,2013-06-16,enrolled,SF,,,,,,,
14669,2013-06-16,enrolled,NYC,,wise,I'll be back.,,,,
14670,2013-06-16,enrolled,,B,,,,,,
14671,2013-06-16,control,SF,,youthful,,,,,
14672,2013-06-17,enrolled,,A,,"Stella!  Hey, Stella!",,,,
14673,2013-06-17,control,SF,,,"Frankly, my dear, I don't give a damn.",,,,
14674,2013-06-17,enrolled,NYC,D,young,"Elementary, my dear Watson.",,,,
14675,2013-06-17,enrolled,NYC,,,,,,,
14676,2013-06-17,enrolled,LA,A,wise,,,,,
14677,2013-06-17,control,SF,,young,"Frankly, my dear, I don't give a damn.",,,,
14678,2013-06-17,enrolled,,D,,"Here's looking at you, kid.",,,,
14679,2013-06-17,enrolled,,,oldish,,,,,
14680,2013-06-17,enrolled,,A,oldish,,,,,
14681,2013-06-17,enrolled,,B,,,,,,
14682,2013-06-17,enrolled,NYC,,young,"Elementary, my dear Watson.",,,,
14683,2013-06-17,enrolled,NYC,,,,,,,
14684,2013-06-17,enrolled,SF,,youthful,The stuff that dreams are made of.,,,,
14685,2013-06-17,control,,,youthful,,,,,
14686,2013-06-17,enrolled,SF,B,,"Gentlemen, you can't fight in here! This is the War Room!",,,,
14687,2013-06-17,control,NYC,C,wise,,,,,
14688,2013-06-17,control,,,oldish,What we've got here is failure to communicate.,,,,
14689,2013-06-17,enrolled,LA,,,"Frankly, my dear, I don't give a damn.",,,,
14690,2013-06-17,control,SF,A,,,,,,
14691,2013-06-17,control,LA,,oldish,"Frankly, my dear, I don't give a damn.",,,,
14692,2013-06-18,enrolled,SF,B,,"Listen to me, mister. You're my knight in shining armor.  Don't you forget it.  You're going to get back on that horse, and I'm going to be right behind you, holding on tight, and away we're gonna go, go, go!",,,,
14693,2013-06-18,control,SF,A,,,,,,
14694,2013-06-18,control,LA,D,young,"Life is a banquet, and most poor suckers are starving to death!",,,,
14695,2013-06-18,control,,,,I have always depended on the kindness of strangers.,,,,
14696,2013-06-18,control,,D,,"You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",,,,
14697,2013-06-18,enrolled,,A,,"Listen to me, mister. You're my knight in shining armor.  Don't you forget it.  You're going to get back on that horse, and I'm going to be right behind you, holding on tight, and away we're gonna go, go, go!",,,,
14698,2013-06-18,control,,C,oldish,,,,,
14699,2013-06-18,enrolled,SF,,,My mother thanks you. My father thanks you. My sister thanks you. And I thank you.,,,,
14700,2013-06-18,control,LA,,wise,,,,,
14701,2013-06-18,enrolled,LA,,oldish,,,,,
14702,2013-06-18,control,,B,,,,,,
14703,2013-06-18,control,NYC,,young,,,,,
14704,2013-06-18,enrolled,LA,,young,,,,,
14705,2013-06-18,control,LA,C,,"Frankly, my dear, I don't give a damn.",,,,
14706,2013-06-18,enrolled,SF,A,wise,,,,,
14707,2013-06-18,control,SF,C,,,,,,
14708,2013-06-18,enrolled,,,,"Say ""hello"" to my little friend!",,,,
14709,2013-06-18,enrolled,,,,,,,,
14710,2013-06-18,enrolled,,,,,,,,
14711,2013-06-18,control,,B,,I feel the need - the need for speed!,,,,
14712,2013-06-18,control,SF,A,young,"Frankly, my dear, I don't give a damn.",,,,
14713,2013-06-18,enrolled,LA,D,oldish,"As God is my witness, I'll never be hungry again.",,,,
14714,2013-06-18,enrolled,LA,,,"Life is a banquet, and most poor suckers are starving to death!",,,,
14715,2013-06-18,enrolled,LA,,,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",,,,
14716,2013-06-18,enrolled,NYC,D,youthful,They're here!,,,,
14717,2013-06-18,enrolled,LA,B,,"Greed, for lack of a better word, is good.",,,,
14718,2013-06-18,enrolled,SF,C,,Who's on first.,,,,
14719,2013-06-18,enrolled,SF,C,,,,,,
14720,2013-06-18,control,LA,B,,E.T. phone home.,,,,
14721,2013-06-18,enrolled,NYC,C,,We rob banks.,,,,
14722,2013-06-18,enrolled,,,,,,,,
14723,2013-06-18,control,,,wise,Why don't you come up sometime and see me?,,,,
14724,2013-06-19,control,,D,,,,,,
14725,2013-06-19,enrolled,SF,,,My mother thanks you. My father thanks you. My sister thanks you. And I thank you.,,,,
14726,2013-06-19,enrolled,NYC,B,,,,,,
14727,2013-06-19,control,,,youthful,,,,,
14728,2013-06-19,control,,A,young,"Frankly, my dear, I don't give a damn.",,,,
14729,2013-06-19,control,NYC,,young,"Wait a minute, wait a minute.  You ain't heard nothin' yet!",,,,
14730,2013-06-19,control,NYC,A,young,,,,,
14731,2013-06-19,control,LA,A,,"Say ""hello"" to my little friend!",,,,
14732,2013-06-19,control,,A,young,"Frankly, my dear, I don't give a damn.",,,,
14733,2013-06-19,enrolled,LA,,youthful,"Sawyer, you're going out a youngster, but you've got to come back a star!",,,,
14734,2013-06-19,enrolled,,A,,"Frankly, my dear, I don't give a damn.",,,,
14735,2013-06-19,enrolled,LA,C,young,,,,,
14736,2013-06-19,control,,B,,"Frankly, my dear, I don't give a damn.",,,,
14737,2013-06-19,control,,B,,,,,,
14738,2013-06-19,enrolled,SF,D,young,"Frankly, my dear, I don't give a damn.",,,,
14739,2013-06-19,control,,B,young,"Frankly, my dear, I don't give a damn.",,,,
14740,2013-06-19,enrolled,,B,youthful,"Frankly, my dear, I don't give a damn.",,,,
14741,2013-06-19,control,LA,A,youthful,,,,,
14742,2013-06-19,control,,,youthful,,,,,
14743,2013-06-19,enrolled,LA,,young,,,,,
14744,2013-06-19,enrolled,SF,A,young,"Frankly, my dear, I don't give a damn.",,,,
14745,2013-06-19,control,LA,,young,What we've got here is failure to communicate.,,,,
14746,2013-06-19,enrolled,SF,,,Show me the money!,,,,
14747,2013-06-20,control,,,,"Frankly, my dear, I don't give a damn.",,,,
14748,2013-06-20,enrolled,SF,,,"Frankly, my dear, I don't give a damn.",,,,
14749,2013-06-20,control,,A,youthful,"Hello, gorgeous.",,,,
14750,2013-06-20,control,NYC,C,,,,,,
14751,2013-06-20,control,,D,,,,,,
14752,2013-06-20,control,,,young,"After all, tomorrow is another day!",,,,
14753,2013-06-20,enrolled,,,young,"Life is a banquet, and most poor suckers are starving to death!",,,,
14754,2013-06-20,enrolled,,D,,They're here!,,,,
14755,2013-06-20,control,NYC,,,"Frankly, my dear, I don't give a damn.",,,,
14756,2013-06-20,control,SF,,young,,,,,
14757,2013-06-20,control,SF,D,youthful,"Hello, gorgeous.",,,,
14758,2013-06-20,control,LA,C,,What we've got here is failure to communicate.,,,,
14759,2013-06-20,enrolled,NYC,A,oldish,"One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",,,,
14760,2013-06-20,control,SF,B,,,,,,
14761,2013-06-20,enrolled,,B,youthful,Shane.  Shane.  Come back!,,,,
14762,2013-06-20,enrolled,,B,,,,,,
14763,2013-06-20,enrolled,,B,wise,,,,,
14764,2013-06-20,control,NYC,B,,,,,,
14765,2013-06-20,enrolled,,,young,"Frankly, my dear, I don't give a damn.",,,,
14766,2013-06-20,enrolled,NYC,,oldish,,,,,
14767,2013-06-20,control,,D,youthful,,,,,
14768,2013-06-20,control,,,,Is it safe?,,,,
14769,2013-06-20,control,SF,D,oldish,It's alive!  It's alive!,,,,
14770,2013-06-20,control,SF,D,young,,,,,
14771,2013-06-20,control,,A,youthful,,,,,
14772,2013-06-20,enrolled,,A,oldish,,,,,
14773,2013-06-21,control,,,,"Frankly, my dear, I don't give a damn.",,,,
14774,2013-06-21,control,,,youthful,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",,,,
14775,2013-06-21,enrolled,,,youthful,I am big!  It's the pictures that got small.,,,,
14776,2013-06-21,enrolled,,,wise,"Frankly, my dear, I don't give a damn.",,,,
14777,2013-06-21,enrolled,SF,,young,"Frankly, my dear, I don't give a damn.",,,,
14778,2013-06-21,enrolled,,,,"Frankly, my dear, I don't give a damn.",,,,
14779,2013-06-21,control,NYC,A,,,,,,
14780,2013-06-21,enrolled,SF,A,oldish,Soylent Green is people!,,,,
14781,2013-06-21,enrolled,SF,C,wise,,,,,
14782,2013-06-21,enrolled,NYC,B,,,,,,
14783,2013-06-21,control,LA,D,oldish,,,,,
14784,2013-06-21,enrolled,,C,young,Tell 'em to go out there with all they got and win just one for the Gipper.,,,,
14785,2013-06-21,enrolled,,,,,,,,
14786,2013-06-21,enrolled,SF,,,"After all, tomorrow is another day!",,,,
14787,2013-06-21,control,LA,,,"Frankly, my dear, I don't give a damn.",,,,
14788,2013-06-21,enrolled,LA,A,,,,,,
14789,2013-06-21,enrolled,,B,,,,,,
14790,2013-06-21,control,,,,"Stella!  Hey, Stella!",,,,
14791,2013-06-21,enrolled,NYC,,,,,,,
14792,2013-06-21,control,,B,,,,,,
14793,2013-06-21,enrolled,,B,,"A martini.  Shaken, not stirred.",,,,
14794,2013-06-21,enrolled,LA,A,,My precious.,,,,
14795,2013-06-21,enrolled,,,young,,,,,
14796,2013-06-21,control,NYC,,,,,,,
14797,2013-06-21,control,,A,oldish,,,,,
14798,2013-06-21,control,,,,"Oh, Jerry, don't let's ask for the moon. We have the stars.",,,,
14799,2013-06-21,enrolled,NYC,,,"Open the pod bay doors, HAL.",,,,
14800,2013-06-21,enrolled,,C,young,,,,,
14801,2013-06-21,control,,D,wise,"Frankly, my dear, I don't give a damn.",,,,
14802,2013-06-21,enrolled,SF,,,,,,,
14803,2013-06-22,control,LA,,wise,,,,,
14804,2013-06-22,enrolled,,,wise,"Frankly, my dear, I don't give a damn.",,,,
14805,2013-06-22,control,,,,,,,,
14806,2013-06-22,control,,C,,,,,,
14807,2013-06-22,control,LA,A,wise,,,,,
14808,2013-06-22,enrolled,,B,,Rosebud.,,,,
14809,2013-06-22,control,SF,A,,,,,,
14810,2013-06-22,control,LA,,,,,,,
14811,2013-06-22,enrolled,SF,B,wise,,,,,
14812,2013-06-22,control,LA,,,E.T. phone home.,,,,
14813,2013-06-22,control,,,youthful,"Say ""hello"" to my little friend!",,,,
14814,2013-06-22,control,SF,B,,,,,,
14815,2013-06-22,enrolled,,,youthful,,,,,
14816,2013-06-22,enrolled,NYC,C,youthful,,,,,
14817,2013-06-22,control,LA,,youthful,,,,,
14818,2013-06-22,control,,B,,"One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",,,,
14819,2013-06-22,control,NYC,,,You're gonna need a bigger boat.,,,,
14820,2013-06-22,enrolled,SF,A,youthful,,,,,
14821,2013-06-22,enrolled,,,,"Go ahead, make my day.",,,,
14822,2013-06-22,control,,,youthful,,,,,
14823,2013-06-22,enrolled,,,youthful,,,,,
14824,2013-06-22,enrolled,,,wise,"Frankly, my dear, I don't give a damn.",,,,
14825,2013-06-23,control,,,,,,,,
14826,2013-06-23,control,,,,,,,,
14827,2013-06-23,enrolled,LA,A,oldish,,,,,
14828,2013-06-23,enrolled,,,,We'll always have Paris.,,,,
14829,2013-06-23,control,NYC,,,,,,,
14830,2013-06-23,control,SF,,young,,,,,
14831,2013-06-23,enrolled,,D,,,,,,
14832,2013-06-23,enrolled,SF,B,oldish,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
14833,2013-06-23,enrolled,,B,,I'll have what she's having.,,,,
14834,2013-06-23,enrolled,,C,,"Frankly, my dear, I don't give a damn.",,,,
14835,2013-06-23,enrolled,SF,D,,Rosebud.,,,,
14836,2013-06-23,enrolled,,,,"Mother of mercy, is this the end of Rico?",,,,
14837,2013-06-23,control,,,young,,,,,
14838,2013-06-23,control,LA,,wise,,,,,
14839,2013-06-23,control,LA,B,young,"Frankly, my dear, I don't give a damn.",,,,
14840,2013-06-23,control,SF,,oldish,"Frankly, my dear, I don't give a damn.",,,,
14841,2013-06-23,enrolled,,D,youthful,,,,,
14842,2013-06-23,control,,,,,,,,
14843,2013-06-23,enrolled,SF,B,wise,,,,,
14844,2013-06-23,enrolled,,,,"Frankly, my dear, I don't give a damn.",,,,
14845,2013-06-23,control,SF,,,"La-dee-da, la-dee-da.",,,,
14846,2013-06-23,control,,B,oldish,,,,,
14847,2013-06-23,control,SF,C,,,,,,
14848,2013-06-23,enrolled,,,oldish,"Elementary, my dear Watson.",,,,
14849,2013-06-23,enrolled,NYC,B,oldish,,,,,
14850,2013-06-24,enrolled,,A,,"Frankly, my dear, I don't give a damn.",,,,
14851,2013-06-24,control,,,youthful,"Life is a banquet, and most poor suckers are starving to death!",,,,
14852,2013-06-24,enrolled,,,young,,,,,
14853,2013-06-24,enrolled,NYC,D,wise,Show me the money!,,,,
14854,2013-06-24,enrolled,NYC,,,Striker: Surely you can't be serious. ,,,,
14855,2013-06-24,control,,A,,"Frankly, my dear, I don't give a damn.",,,,
14856,2013-06-24,enrolled,SF,B,,"Elementary, my dear Watson.",,,,
14857,2013-06-24,enrolled,,,youthful,There's no place like home. ,,,,
14858,2013-06-24,enrolled,,A,wise,,,,,
14859,2013-06-24,enrolled,,,youthful,,,,,
14860,2013-06-24,control,,B,young,,,,,
14861,2013-06-24,enrolled,SF,,youthful,"Elementary, my dear Watson.",,,,
14862,2013-06-24,control,,A,,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,,,,
14863,2013-06-24,enrolled,NYC,B,young,"Frankly, my dear, I don't give a damn.",,,,
